price,stock,title,upc
54.36,12,Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf
20.55,12,"Love, Lies and Spies",9546d537fbf99eb6
54.65,12,No Love Allowed (Dodge Cove #1),db84624b151cbe06
36.97,12,Psycho: Sanitarium (Psycho #1.5),b8d7b3f5c7a95d65
43.14,12,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,8976d9161c027142
15.71,12,One with You (Crossfire #5),81ef44fcc5f454df
26.8,12,Poisonous (Max Revere Novels #3),abdd91e96515a617
48.05,12,Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099
21.21,12,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f
49.67,12,Raspberry Pi Electronics Projects for the Evil Genius,ebf81a62e4798fd1
59.9,12,The Diary of a Young Girl,54fc03f1e1d355db
11.88,12,The Children,64fd010bf8d15096
14.44,12,The Epidemic (The Program 0.6),f732d7d18a91d2ba
39.43,12,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82
56.54,12,The Dinner Party,c6ca293d4810e0d5
59.15,12,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f
26.2,12,The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc
33.26,12,The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf
47.67,11,Off the Hook (Fishing for Trouble #1),b783ce08802cd1d1
13.71,11,Playing with Fire,05a61a3bd8ca4149
48.74,11,Sleeping Giants (Themis Files #1),f435aa99d864077d
21.15,11,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
21.0,11,The Art of Startup Fundraising,1c584f82a7a1c4f0
59.45,11,The Improbability of Love,437d8dea9272d0a9
53.98,11,Take Me Home Tonight (Rock Star Romance #3),cf62fa272b5f0fa3
11.68,11,"The Sleep Revolution: Transforming Your Life, One Night at a Time",985991708c47003e
27.26,11,The Widow,6159d8b187831770
48.39,11,Troublemaker: Surviving Hollywood and Scientology,515cb8fcafb1ad98
38.77,12,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",a4eef523118805ef
39.01,12,A Paris Apartment,63343e287971bb0c
59.48,12,Boar Island (Anna Pigeon #19),49b24c6a41b82bd2
40.83,12,Dirty (Dive Bar #1),df7e628bad5782b4
48.64,12,Can You Keep a Secret? (Fear Street Relaunch #4),d069086944f2e330
56.51,12,Eleanor & Park,6983328f15506cb9
56.86,12,Equal Is Unfair: America's Misguided Fight Against Income Inequality,3968e3fbf4695d7c
20.1,12,Everyday Italian: 125 Simple and Delicious Recipes,76319fe9d8b465a3
41.46,12,Furiously Happy: A Funny Book About Horrible Things,c6a29d6df8de968c
11.84,12,Hide Away (Eve Duncan #20),bddc6fd036eb6279
49.71,10,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,96aa539bfd4c07e2
24.57,10,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",34669b2e9d407d3a
48.48,11,11/22/63,a9d7b75461084a26
14.75,11,A Gentleman's Position (Society of Gentlemen #3),40c4bf520c17de54
19.53,11,A Mother's Reckoning: Living in the Aftermath of Tragedy,2b69dec0193511d9
21.36,11,Arena,2c34f9432069b52b
20.88,11,Adultery,bb967277222e689c
21.59,11,Born for This: How to Find the Work You Were Meant to Do,816180220e8cb419
20.5,11,Cravings: Recipes for What You Want to Eat,2587c54f5530dafc
16.34,11,Daredevils,f608c903c451f387
51.34,11,"Exit, Pursued by a Bear",c65c25d990fc7025
48.49,11,Grey (Fifty Shades #4),b5953ca1f8a0b8d7
56.27,11,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,ce8666d9b42fc9a0
40.85,11,Lab Girl,825d6c44da3ca5a6
20.46,11,Keep Me Posted,20dc4f1ac5d4fd9c
45.14,11,Lies and Other Acts of Love,469508882dfc1991
17.28,11,Lilac Girls,bade9943ee01b63f
27.18,11,M Train,5569c3fea112718e
16.89,11,"Mother, Can You Not?",28b2df9fadc9f07e
13.34,11,Mothering Sunday,47e1b2d43f709995
43.68,9,Dress Your Family in Corduroy and Denim,7e9068872228c474
33.23,9,Don't Forget Steven,e845d305f64154f1
33.95,9,"Fruits Basket, Vol. 9 (Fruits Basket #9)",97187f5cf0385da3
20.91,9,If I Gave You God's Phone Number....: Searching for Spirituality in America,8fab4c4f6f82a4ce
47.44,9,Modern Day Fables,6baac632f7711e26
10.41,9,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",ee6c67859d70186b
25.08,9,Nap-a-Roo,913e7109cec0cb4c
54.81,9,Suzie Snowflake: One beautiful flake (a self-esteem story),0e095ed785af7e43
52.98,9,The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b
54.4,9,The Alien Club,e77594ece9b9d1fe
24.57,9,The Book of Mormon,3f25a2fedae191cc
55.91,9,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",ca74f2e3c35a3e77
16.68,9,The Flowers Lied,33396269bcce166f
12.34,9,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",65cfc9f242c2984a
44.05,9,The New Brand You: Your New Image Makes the Sale for You,4b50fb1359ebf35d
28.03,9,The Shack,903a9f8090104c2c
11.82,9,Underlying Notes,0967effecd292a86
58.87,9,Unlimited Intuition Now,4fd0a2a350f016e6
58.05,9,Watchmen,d1848064c54e01c7
48.27,9,Without Shame,ab60e6f5a63e1cfb
39.67,8,Shadows of the Past (Logan Point #1),bee6e93e9976f4fa
58.33,8,Silence in the Dark (Logan Point #4),e46a164cf310fd7d
38.89,8,Smarter Faster Better: The Secrets of Being Productive in Life and Business,a2475a245c9907c4
28.93,8,South of Sunshine,331c26103d885cae
36.91,8,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,a2308a936e898d48
35.88,8,The Grownup,1bba4b1ba23ed2d6
51.15,8,The High Mountains of Portugal,4f283dfcbeccc0d4
41.39,8,The Martian (The Martian #1),9afd00e81d6208e6
28.45,8,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",5a0d2e9284004266
43.02,8,The New Drawing on the Right Side of the Brain,3eec766dda26fa64
43.62,8,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),e0bdd79c7304ee8d
36.94,8,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,1809259a5a5f1d8d
17.76,8,Why Not Me?,04f6c929888f4f11
39.36,8,When Breath Becomes Air,b69c852e7e3956af
34.06,8,"Zero to One: Notes on Startups, or How to Build the Future",e77033ce559947f7
35.79,9,23 Degrees South: A Tropical Tale of Changing Whether...,61cf7eb9d2cd8bb0
50.49,9,A Hero's Curse (The Unseen Chronicles #1),c181ca8eabe7d18c
56.63,9,A Shard of Ice (The Black Symphony Saga #1),63d5f1651880dcea
48.63,9,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,d6d9ffea95f2f8bf
35.92,9,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,7186241e043de5dc
10.29,8,History of Beauty,8a150fd8ff5d7686
40.45,8,Howl and Other Poems,b7870fa6dc088fbb
21.96,8,Hystopia: A Novel,0bfdef63285d3019
56.48,8,I'll Give You the Sun,0ab4b35dcffcffd1
44.21,8,I Will Find You,bbf1ea50be8008ab
20.22,8,John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31
47.13,8,Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37
45.05,8,Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde
40.72,8,Left Behind (Left Behind #1),29af1a2566c4e36e
29.04,8,Les Fleurs du Mal,c44c5e1425475206
29.48,8,Man's Search for Meaning,4729afff3bea0f0a
25.06,8,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e
12.55,8,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87
58.54,8,Miller's Valley,bff270fe9c86a5a9
36.39,8,My Life Next Door (My Life Next Door ),9a7291b89bd5445c
54.21,8,Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c
53.64,8,Out of Print: City Lights Spotlight No. 14,c0fc0cd215ee1724
31.19,8,Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0
14.1,8,Roller Girl,aeb51dfbe8aeec59
21.82,8,Rising Strong,52fc458ffc756faf
35.96,7,The Whale,0ff9d10864db8364
34.72,7,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a
25.55,7,Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12
37.33,7,Under the Tuscan Sun,a94350ee74deaa07
46.33,7,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487
25.37,7,What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89
22.14,7,Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144
12.08,7,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0
44.48,8,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92
53.63,8,32 Yolks,b1a227b7609ff263
55.06,8,Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b
13.2,8,"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a
56.91,8,Between the World and Me,04e3de7ac35ec5cd
19.22,8,Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57
11.45,8,Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36
37.51,8,Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566
28.41,8,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb
43.64,8,Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2
55.65,8,Future Shock (Future Shock #1),df6a7c43faa6732b
52.86,8,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1
32.38,7,Playing from the Heart,68008abf6409dfde
34.41,7,Raymie Nightingale,31c56c4d0fe19340
51.74,7,"Rich Dad, Poor Dad",8486f61aa81a3daa
52.87,7,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e
40.2,7,Sister Dear,7ffebdd1d5148aef
33.17,7,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69
20.9,7,"Sit, Stay, Love",bd087cf6a846db75
32.34,7,The Art Book,4b8fa561a1e52d1c
20.9,7,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a
20.12,7,Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793
52.3,7,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c
42.78,7,The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73
16.62,7,The Constant Princess (The Tudor Court #1),24933c712f0bca2f
16.24,7,The Glass Castle,47f4fd3e8e1dac05
36.05,7,The Great Gatsby,a8dbf1c6b41b885a
41.14,7,The Story of Art,9147c5251cc99eb1
10.01,7,The Origin of Species,0345872b14f9e774
39.55,7,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
49.03,7,The Good Girl,f935412970c9f58f
35.67,7,The Drowning Girls,7a10353c9c54cf7c
45.13,7,For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45
17.97,7,Counted With the Stars (Out from Egypt #1),4807043b8218e9ce
20.89,7,Delivering the Truth (Quaker Midwife Mystery #1),4e980425468708da
52.6,7,"Chronicles, Vol. 1",4781b6bfd6f7a2c5
25.77,7,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,a322361a37a78d3d
12.16,7,Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca
19.57,7,"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517
46.64,7,Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac
37.05,7,Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb
39.61,7,King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d
57.43,7,John Adams,68407606544d6f22
28.25,7,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78
46.01,7,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8
51.17,7,Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69
28.77,7,Like Never Before (Walker Family #2),b6670507e85b30e6
13.22,7,Life of Pi,40cdcbb7692fd408
15.42,6,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),3d250ab0f12be445
15.79,6,The Girl You Left Behind (The Girl You Left Behind #1),eb7459e0c570251d
10.27,6,The Fellowship of the Ring (The Lord of the Rings #1),cb17945cb90b7837
18.77,6,The Golden Compass (His Dark Materials #1),d33824cb93ecab6f
17.8,6,The Hobbit (Middle-Earth Universe),72b5355dda190b6a
46.85,6,The God Delusion,2bc80eba94950873
30.54,6,The Great Railway Bazaar,48736df57e7bec9f
55.02,6,The Perks of Being a Wallflower,fd364afd082f5446
59.45,6,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,60376aa71be66083
39.67,6,The Rise and Fall of the Third Reich: A History of Nazi Germany,774fa432bd7d9c47
57.84,6,The Sound Of Love,5ba3d703d1ae0c1d
44.81,7,A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979
52.4,7,A Short History of Nearly Everything,6c7fa6844380f50a
29.93,7,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6
44.34,7,A Summer In Europe,cc1936a9f4e93477
43.27,6,The Joy of Cooking,d326e189b1210916
48.19,7,Benjamin Franklin: An American Life,5b546a46a86a9d8c
49.67,7,Memoirs of a Geisha,dac4b5847454fd9b
43.58,7,Meternity,725cd8d23d78cdca
11.38,7,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836
21.3,6,An Unquiet Mind: A Memoir of Moods and Madness,46cb43c2ab133ccc
56.88,6,A Year in Provence (Provence #1),9e60929f521fa280
39.61,6,Better Homes and Gardens New Cook Book,faf841f81c52638b
58.55,6,Catherine the Great: Portrait of a Woman,f3c70d296ec796c4
36.39,6,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6e06d0f00f6da20f
20.96,6,"Fruits Basket, Vol. 6 (Fruits Basket #6)",97258f576d4bb672
40.32,6,Deception Point,4e3b183180e2a992
56.59,6,Fun Home: A Family Tragicomic,56a34d0cec11d6b0
42.14,6,"Girl, Interrupted",384c7d41d5ffe9d1
18.32,6,Give It Back,012170e4fc87ace0
24.8,6,The Mysterious Affair at Styles (Hercule Poirot #1),2da5edf8b5776c9a
49.98,6,In Cold Blood,fe0f34ebed689381
38.38,6,In the Woods (Dublin Murder Squad #1),6958de044cb28a84
19.02,6,Me Before You (Me Before You #1),7a2b51f69e81c722
46.49,6,How to Stop Worrying and Start Living,e792c0969cefe1b8
48.51,6,Mere Christianity,f38f37ed934d84b2
31.58,6,The Makings of a Fatherless Child,2efa5a839e62b1bd
46.58,6,Musicophilia: Tales of Music and the Brain,6d235933670503d9
19.27,6,Pride and Prejudice,720c36b2bee4692e
44.58,5,The Expatriates,fe7210553d56c097
30.6,6,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,8d8e9f9b8730eb25
56.0,5,The False Prince (The Ascendance Trilogy #1),a2a9f76339d21ab1
47.22,5,The Fault in Our Stars,3661360c99719414
45.56,5,The Firm,ad84f18659e6bfe2
37.34,6,The Invention of Wings,e6635f5b0a2c78db
13.76,5,The Grand Design,3213b1f13f5f0f7c
55.91,5,The Hiding Place,c4589ee5977a47be
24.73,5,The Little Paris Bookshop,dfd9ff1f343cdaff
42.91,5,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,0d210d2448c3018f
28.58,5,The Metamorphosis,93379e3a2072a01b
11.05,5,The Power Greens Cookbook: 140 Delicious Superfood Recipes,f701fae56b645ef7
57.74,5,The Raven Boys (The Raven Cycle #1),e0b3a679b83caccc
30.57,5,The Raven King (The Raven Cycle #4),2e4fc5eacceec12c
38.4,5,This Is Your Brain on Music: The Science of a Human Obsession,bc209a900101f28d
15.08,5,The Secret Garden,abbb492978ff656d
14.64,5,Two Summers,3a7d54a264d9f33e
41.73,5,Where She Went (If I Stay #2),60369d96b7b80869
53.68,5,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,163d89116179c33f
48.67,5,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,759ee7d059b1beb8
47.31,5,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",e75f3ae1da1cc652
32.97,5,World Without End (The Pillars of the Earth #2),2e5b4ff08a75fd02
59.98,5,Last One Home (New Beginnings #1),07e6810fd3236bda
15.52,5,Kill the Boy Band,44f545727e704187
31.49,5,Killing Floor (Jack Reacher #1),8dde2ff3f6fcc0a3
13.12,5,Logan Kade (Fallen Crest High #5.5),7093cf549cd2e7de
23.63,5,Lola and the Boy Next Door (Anna and the French Kiss #2),5e1a88d248599768
22.54,5,Maybe Something Beautiful: How Art Transformed a Neighborhood,81c68492ccd72941
24.91,5,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,12a90b90283b2e6d
31.63,5,My Mother Was Nuts,a4ce39a3720cd679
16.28,5,Peak: Secrets from the New Science of Expertise,6036239d2ab349b7
23.37,5,Red Dragon (Hannibal Lecter #1),e958ae92f328c181
11.48,5,Remember Me?,2973d38c2fbd7a5c
16.23,5,Shiver (The Wolves of Mercy Falls #1),59a8ae019b64f2a7
34.22,5,Siddhartha,84bb29c53592ac40
25.15,5,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,1dba84766a5e87b8
41.81,5,Tell Me Three Things,50d5a7b861ed1c54
45.51,5,Tell the Wind and Fire,84126312e2431a09
11.83,5,The 5th Wave (The 5th Wave #1),b716233fcb6877e6
11.33,5,The Darkest Corners,c4182bdb53e2459a
38.77,5,The Crossover,b228042c088b1913
34.5,5,The Dream Thieves (The Raven Cycle #2),fec06f52054ea900
50.96,6,Tell the Wolves I'm Home,2a1b3d967cda1da2
59.92,6,The Barefoot Contessa Cookbook,6478ccb4416e6a5d
50.35,7,Nightstruck: A Novel,746029796363aa51
10.0,5,An Abundance of Katherines,f36d24c309e87e5b
51.22,5,America's War for the Greater Middle East: A Military History,add33db6ff80db24
34.13,5,"Blue Lily, Lily Blue (The Raven Cycle #3)",ad5e078beceaeb4a
17.49,5,Booked,b54d7416bb445989
58.81,5,Approval Junkie: Adventures in Caring Too Much,612369a5947a012e
20.75,5,Critique of Pure Reason,429b4a811bef386c
32.35,5,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",bcf567421c581f0a
52.41,5,"Death Note, Vol. 5: Whiteout (Death Note #5)",1c0a38899c82b60a
42.27,5,Evicted: Poverty and Profit in the American City,75cc85cdbe9ad46b
58.0,5,Digital Fortress,94bb629a3f6dd00b
16.96,5,Fool Me Once,630e766f0a1987dd
35.63,5,Dracula the Un-Dead,e46b1074b99ac4b6
38.7,5,Drama,d5ad4c92d8bf26c9
22.37,5,Find Her (Detective D.D. Warren #8),b28c7d07afa7063b
32.42,5,Foundation (Foundation (Publication Order) #1),3fc124f59f3068e4
16.33,5,"Fruits Basket, Vol. 5 (Fruits Basket #5)",3fd83dcf37bf1bc0
46.08,4,The Beast (Black Dagger Brotherhood #14),8930013d06942df1
23.32,5,Harry Potter and the Deathly Hallows (Harry Potter #7),6c49258724f11770
36.55,5,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),d219d4e325e6f204
38.13,5,If I Stay (If I Stay #1),7284d85428305f5a
48.13,5,Isla and the Happily Ever After (Anna and the French Kiss #3),45045146dbf7b009
13.73,4,Some Women,31f5bbf4974d29c9
59.71,4,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9c4d061c1e2fe6bf
27.88,4,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",df53c2948b32bde3
52.11,4,The Demonists (Demonist #1),ff2dffba388d9922
14.82,4,The Hound of the Baskervilles (Sherlock Holmes #5),6587f46697fc4443
16.81,4,The Gunning of America: Business and the Making of American Gun Culture,45033bdf3d9ed158
28.23,4,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,c65ee14957c0fa5c
29.85,4,The Hunger Games (The Hunger Games #1),6d2f70d9424f41a1
38.71,4,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,6a57286a8890d8c5
28.32,4,The Passion of Dolssa,011674f4a3834b8d
59.99,4,The Perfect Play (Play by Play #1),9cc207168a03470d
27.88,4,The Shining (The Shining #1),d4de23aa98acc65b
50.26,4,The Pilgrim's Progress,6053ddf69c967d5f
52.35,4,Vogue Colors A to Z: A Fashion Coloring Book,a8f4577a48023344
10.79,5,A Clash of Kings (A Song of Ice and Fire #2),89a89e76f3516357
46.42,5,A Game of Thrones (A Song of Ice and Fire #1),03cbb67c0f990d87
31.3,5,A Girl's Guide to Moving On (New Beginnings #2),cf3b86489890b9f2
17.21,5,A Feast for Crows (A Song of Ice and Fire #4),f2c8f4b4c94d5c5c
58.59,5,Alight (The Generations Trilogy #2),d9290e99f189ce84
26.77,4,Girl With a Pearl Earring,5eff05e59f905a49
50.44,4,"Fruits Basket, Vol. 4 (Fruits Basket #4)",8fff1084aa085a13
27.8,4,God Is Not Great: How Religion Poisons Everything,ddbc5530d2939d49
32.49,4,Gone with the Wind,23310ce84d3c9f85
14.74,4,Harry Potter and the Chamber of Secrets (Harry Potter #2),c7c4f55b7321cba7
48.75,4,Harry Potter and the Half-Blood Prince (Harry Potter #6),73f4f87dd936ee5c
31.63,4,Harry Potter and the Order of the Phoenix (Harry Potter #5),5a6b7155f2797537
13.9,4,Harry Potter and the Sorcerer's Stone (Harry Potter #1),ac337893a9fe0085
25.01,4,It,670a2773607d785d
24.17,4,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),eff24325e0ede639
20.44,4,Mockingjay (The Hunger Games #3),5212c6acea3359e5
47.51,4,Needful Things,70b585c9d0f15725
28.07,4,Little Women (Little Women #1),deda806b68b0aa11
34.79,4,Misery,81d4191030b9704b
12.75,4,Night Shift (Night Shift #1-20),869d20b3b8128230
12.36,4,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",2ba5ccc84d35006c
20.02,4,No One Here Gets Out Alive,3a95f5a2df4ff921
19.67,4,Outlander (Outlander #1),5de4baa88061a77a
49.45,4,Paper and Fire (The Great Library #2),ae884ac655d6ee3e
48.39,4,Shopaholic Ties the Knot (Shopaholic #3),38199c5d7da0c0ef
24.04,3,We Are All Completely Beside Ourselves,be3db344a845580b
31.95,3,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,06bab964fd536971
18.13,3,"Where'd You Go, Bernadette",07bb35158d9dd3d2
46.02,3,Wild: From Lost to Found on the Pacific Crest Trail,d30b9215c72cca87
30.89,3,When You Are Engulfed in Flames,dab0196cd5fc8e5e
21.8,3,World War Z: An Oral History of the Zombie War,5d55202da0252627
17.73,3,Wuthering Heights,5a7ff9aaa3168878
49.56,4,'Salem's Lot,6e9403f00acd6752
34.77,3,Zero History (Blue Ant #3),634b7165c96ebb9f
27.62,4,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",d12ca4020c2f602e
57.22,4,Animal Farm,1451b55e5e56bb89
56.43,4,A Walk to Remember,aead11697d14ea36
55.65,4,A New Earth: Awakening to Your Life's Purpose,f6ae39568db1130e
26.58,4,Atlas Shrugged,78a4ac98191ac675
21.94,4,Can You Keep a Secret?,0812f54c93d726ce
13.38,4,Changing the Game (Play by Play #2),aaebac5fda798b1b
58.63,4,Candide,2798974abc8a58a8
48.94,4,Confessions of a Shopaholic (Shopaholic #1),a2dc754afb69bb32
12.87,4,Dark Lover (Black Dagger Brotherhood #1),2b69d289279aabfd
34.93,4,Far From True (Promise Falls Trilogy #2),ad15a9a139919918
23.59,3,The Smitten Kitchen Cookbook,742702d662a71410
57.86,3,The Stand,49f24193f0b961e6
48.77,3,The Thing About Jellyfish,3d15714d4d3d15dd
10.02,3,The Tipping Point: How Little Things Can Make a Big Difference,224fa77d4b248046
15.77,3,The Travelers,2b685187f55c5d31
14.41,3,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",a33ed2e6068df53e
45.75,3,The Undomestic Goddess,813cff2aefa5d1f0
56.07,3,The Wild Robot,75fed6a47f69859d
21.14,3,"Thinking, Fast and Slow",719d72f3ee512dc6
23.21,3,Three-Martini Lunch,57f755143ee96fd4
53.51,3,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",2173a2ce35f6ace1
42.8,3,Twenties Girl,8ebad30219b8679c
41.93,3,Twilight (Twilight #1),b53078de0147f6bf
30.0,3,Under the Banner of Heaven: A Story of Violent Faith,599a4f98bb193368
32.74,3,Two Boys Kissing,61bc8167c9680283
58.09,3,"Unstuffed: Decluttering Your Home, Mind, and Soul",b830685072fa871f
13.66,3,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,4672d10b9b1e7a05
50.66,3,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,52aa3d79b1cee455
21.07,3,Voyager (Outlander #3),7feac4000cbc5859
32.36,3,Walk the Edge (Thunder Road #2),0e4e2d31c2fb3aad
43.59,3,The Lonely Ones,cf2f27fdf94ba20e
58.09,3,The Lover's Dictionary,36c15687f5ab0f7c
20.93,3,The Maze Runner (The Maze Runner #1),4266f48a0aa1c37d
37.25,3,The Name of God is Mercy,0baf71623648413a
52.53,3,The Nanny Diaries (Nanny #1),6263c1d2997b8ce0
26.26,3,The Nightingale,29d6d87f3418638b
44.92,3,The New Guy (and Other Senior Year Distractions),3e42ac0f4d43320f
45.43,3,The Obsession,ee441c8e027caa66
12.25,3,The Purest Hook (Second Circle Tattoos #3),969f6c7e86554814
37.19,3,The Purpose Driven Life: What on Earth Am I Here for?,0e7beedf0ee9380c
35.66,3,The Red Tent,3c456328b04a8ee8
29.7,3,The Picture of Dorian Gray,b9f6305a3d650e2c
34.77,3,The Rest Is Noise: Listening to the Twentieth Century,e2d47e82c50d41d9
36.8,3,The Paris Wife,fa26798728f5208f
10.92,3,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),0e92ccf1bd39e68f
42.57,3,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
23.21,3,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),366a236aa1ea6f07
58.64,3,The Rose & the Dagger (The Wrath and the Dawn #2),322a9e34d87f54b1
55.55,3,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",91eb9605998a7c03
26.33,3,The Day the Crayons Came Home (Crayons),b22362b434e8ee62
23.05,3,The Silkworm (Cormoran Strike #2),f06039c29b5891fa
52.25,3,The Demon-Haunted World: Science as a Candle in the Dark,f51062bf579507d9
44.29,3,The Devil Wears Prada (The Devil Wears Prada #1),a6ab0cb7106a67f2
57.35,3,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",63c0826ef59eae66
